LogSource,ClassificationType,ClassificationName
Syslog - SEL 3610 Port Switch,Audit/Access Success,Access Success
Syslog - SEL 3610 Port Switch,Audit/Account Created,Account Created
Syslog - SEL 3610 Port Switch,Audit/Account Deleted,Account Deleted
Syslog - SEL 3610 Port Switch,Audit/Account Modified,Account Modified
Syslog - SEL 3610 Port Switch,Audit/Authentication Failure,Authentication Failure
Syslog - SEL 3610 Port Switch,Audit/Authentication Success,Authentication Success
Syslog - SEL 3610 Port Switch,Audit/Configuration,Configuration
Syslog - SEL 3610 Port Switch,Audit/Other,Other Audit
Syslog - SEL 3610 Port Switch,Audit/Other Audit Success,Other Audit Success
Syslog - SEL 3610 Port Switch,Audit/Policy,Policy
Syslog - SEL 3610 Port Switch,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - SEL 3610 Port Switch,Ops/Critical,Critical
Syslog - SEL 3610 Port Switch,Ops/Error,Error
Syslog - SEL 3610 Port Switch,Ops/Information,Information
Syslog - SEL 3610 Port Switch,Ops/Network Traffic,Network Traffic
Syslog - SEL 3610 Port Switch,Ops/Warning,Warning
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Access Failure,Access Failure
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Access Granted,Access Granted
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Access Revoked,Access Revoked
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Access Success,Access Success
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Account Created,Account Created
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Account Deleted,Account Deleted
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Account Modified,Account Modified
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Authentication Failure,Authentication Failure
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Authentication Success,Authentication Success
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Configuration,Configuration
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Other,Other Audit
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Other Audit Success,Other Audit Success
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Policy,Policy
Syslog - SEL 3620 Ethernet Security Gateway,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - SEL 3620 Ethernet Security Gateway,Ops/Critical,Critical
Syslog - SEL 3620 Ethernet Security Gateway,Ops/Error,Error
Syslog - SEL 3620 Ethernet Security Gateway,Ops/Information,Information
Syslog - SEL 3620 Ethernet Security Gateway,Ops/Network Traffic,Network Traffic
Syslog - SEL 3620 Ethernet Security Gateway,Ops/Warning,Warning
Syslog - Sentinel IPS,Ops/Critical,Critical
Syslog - Sentinel IPS,Ops/Error,Error
Syslog - Sentinel IPS,Ops/Information,Information
Syslog - Sentinel IPS,Ops/Warning,Warning
Syslog - Sentinel IPS,Security/Activity,Activity
Syslog - SentinelOne CEF,Audit/Access Success,Access Success
Syslog - SentinelOne CEF,Ops/Critical,Critical
Syslog - SentinelOne CEF,Ops/Error,Error
Syslog - SentinelOne CEF,Ops/Information,Information
Syslog - SentinelOne CEF,Ops/Warning,Warning
Syslog - SentinelOne CEF,Security/Activity,Activity
Syslog - SentinelOne CEF,Security/Failed Activity,Failed Activity
Syslog - Sguil,Audit/Access Success,Access Success
Syslog - Sguil,Audit/Authentication Failure,Authentication Failure
Syslog - Sguil,Audit/Authentication Success,Authentication Success
Syslog - Sguil,Audit/Configuration,Configuration
Syslog - Sguil,Ops/Critical,Critical
Syslog - Sguil,Ops/Error,Error
Syslog - Sguil,Ops/Information,Information
Syslog - Sguil,Ops/Network Traffic,Network Traffic
Syslog - Sguil,Ops/Warning,Warning
Syslog - Sguil,Security/Activity,Activity
Syslog - Sguil,Security/Attack,Attack
Syslog - Sguil,Security/Compromise,Compromise
Syslog - Sguil,Security/Denial of Service,Denial Of Service
Syslog - Sguil,Security/Failed Activity,Failed Activity
Syslog - Sguil,Security/Failed Attack,Failed Attack
Syslog - Sguil,Security/Malware,Malware
Syslog - Sguil,Security/Misuse,Misuse
Syslog - Sguil,Security/Other,Other Security
Syslog - Sguil,Security/Reconnaissance,Reconnaissance
Syslog - Sguil,Security/Suspicious,Suspicious
Syslog - Sguil,Security/Vulnerability,Vulnerability
Syslog - Siemens Scalance X400,Audit/Authentication Failure,Authentication Failure
Syslog - Siemens Scalance X400,Ops/Critical,Critical
Syslog - Siemens Scalance X400,Ops/Error,Error
Syslog - Siemens Scalance X400,Ops/Information,Information
Syslog - Siemens Scalance X400,Ops/Warning,Warning
Syslog - Skyhigh for Shadow IT,Ops/Critical,Critical
Syslog - Skyhigh for Shadow IT,Ops/Error,Error
Syslog - Skyhigh for Shadow IT,Ops/Information,Information
Syslog - Smoothwall Firewall,Audit/Access Success,Access Success
Syslog - Smoothwall Firewall,Audit/Authentication Success,Authentication Success
Syslog - Smoothwall Firewall,Audit/Other Audit Success,Other Audit Success
Syslog - Smoothwall Firewall,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Smoothwall Firewall,Ops/Critical,Critical
Syslog - Smoothwall Firewall,Ops/Error,Error
Syslog - Smoothwall Firewall,Ops/Information,Information
Syslog - Smoothwall Firewall,Ops/Network Traffic,Network Traffic
Syslog - Smoothwall Firewall,Ops/Warning,Warning
Syslog - SnapGear Firewall,Ops/Critical,Critical
Syslog - SnapGear Firewall,Ops/Error,Error
Syslog - SnapGear Firewall,Ops/Information,Information
Syslog - SnapGear Firewall,Ops/Network Deny,Network Deny
Syslog - SnapGear Firewall,Ops/Network Traffic,Network Traffic
Syslog - SnapGear Firewall,Ops/Warning,Warning
Syslog - Snare Windows 2003 Event Log,Audit/Access Failure,Access Failure
Syslog - Snare Windows 2003 Event Log,Audit/Access Granted,Access Granted
Syslog - Snare Windows 2003 Event Log,Audit/Access Revoked,Access Revoked
Syslog - Snare Windows 2003 Event Log,Audit/Access Success,Access Success
Syslog - Snare Windows 2003 Event Log,Audit/Account Created,Account Created
Syslog - Snare Windows 2003 Event Log,Audit/Account Deleted,Account Deleted
Syslog - Snare Windows 2003 Event Log,Audit/Account Modified,Account Modified
Syslog - Snare Windows 2003 Event Log,Audit/Authentication Failure,Authentication Failure
Syslog - Snare Windows 2003 Event Log,Audit/Authentication Success,Authentication Success
Syslog - Snare Windows 2003 Event Log,Audit/Configuration,Configuration
Syslog - Snare Windows 2003 Event Log,Audit/Other,Other Audit
Syslog - Snare Windows 2003 Event Log,Audit/Other Audit Failure,Other Audit Failure
Syslog - Snare Windows 2003 Event Log,Audit/Other Audit Success,Other Audit Success
Syslog - Snare Windows 2003 Event Log,Audit/Policy,Policy
Syslog - Snare Windows 2003 Event Log,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Snare Windows 2003 Event Log,Ops/Critical,Critical
Syslog - Snare Windows 2003 Event Log,Ops/Error,Error
Syslog - Snare Windows 2003 Event Log,Ops/Information,Information
Syslog - Snare Windows 2003 Event Log,Ops/Network Traffic,Network Traffic
Syslog - Snare Windows 2003 Event Log,Ops/Other,Other Operations
Syslog - Snare Windows 2003 Event Log,Ops/Warning,Warning
Syslog - Snare Windows 2003 Event Log,Security/Activity,Activity
Syslog - Snare Windows 2003 Event Log,Security/Malware,Malware
Syslog - Snare Windows 2008 Event Log,Audit/Access Failure,Access Failure
Syslog - Snare Windows 2008 Event Log,Audit/Access Granted,Access Granted
Syslog - Snare Windows 2008 Event Log,Audit/Access Revoked,Access Revoked
Syslog - Snare Windows 2008 Event Log,Audit/Access Success,Access Success
Syslog - Snare Windows 2008 Event Log,Audit/Account Created,Account Created
Syslog - Snare Windows 2008 Event Log,Audit/Account Deleted,Account Deleted
Syslog - Snare Windows 2008 Event Log,Audit/Account Modified,Account Modified
Syslog - Snare Windows 2008 Event Log,Audit/Authentication Failure,Authentication Failure
Syslog - Snare Windows 2008 Event Log,Audit/Authentication Success,Authentication Success
Syslog - Snare Windows 2008 Event Log,Audit/Configuration,Configuration
Syslog - Snare Windows 2008 Event Log,Audit/Other,Other Audit
Syslog - Snare Windows 2008 Event Log,Audit/Other Audit Failure,Other Audit Failure
Syslog - Snare Windows 2008 Event Log,Audit/Other Audit Success,Other Audit Success
Syslog - Snare Windows 2008 Event Log,Audit/Policy,Policy
Syslog - Snare Windows 2008 Event Log,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Snare Windows 2008 Event Log,Ops/Critical,Critical
Syslog - Snare Windows 2008 Event Log,Ops/Error,Error
Syslog - Snare Windows 2008 Event Log,Ops/Information,Information
Syslog - Snare Windows 2008 Event Log,Ops/Network Allow,Network Allow
Syslog - Snare Windows 2008 Event Log,Ops/Network Deny,Network Deny
Syslog - Snare Windows 2008 Event Log,Ops/Network Traffic,Network Traffic
Syslog - Snare Windows 2008 Event Log,Ops/Other,Other Operations
Syslog - Snare Windows 2008 Event Log,Ops/Warning,Warning
Syslog - Snort IDS,Audit/Access Success,Access Success
Syslog - Snort IDS,Audit/Authentication Failure,Authentication Failure
Syslog - Snort IDS,Audit/Authentication Success,Authentication Success
Syslog - Snort IDS,Audit/Configuration,Configuration
Syslog - Snort IDS,Audit/Other,Other Audit
Syslog - Snort IDS,Audit/Other Audit Success,Other Audit Success
Syslog - Snort IDS,Audit/Policy,Policy
Syslog - Snort IDS,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Snort IDS,Ops/Critical,Critical
Syslog - Snort IDS,Ops/Error,Error
Syslog - Snort IDS,Ops/Information,Information
Syslog - Snort IDS,Ops/Network Traffic,Network Traffic
Syslog - Snort IDS,Ops/Other,Other Operations
Syslog - Snort IDS,Ops/Warning,Warning
Syslog - Snort IDS,Security/Activity,Activity
Syslog - Snort IDS,Security/Attack,Attack
Syslog - Snort IDS,Security/Compromise,Compromise
Syslog - Snort IDS,Security/Denial of Service,Denial Of Service
Syslog - Snort IDS,Security/Failed Activity,Failed Activity
Syslog - Snort IDS,Security/Failed Attack,Failed Attack
Syslog - Snort IDS,Security/Malware,Malware
Syslog - Snort IDS,Security/Misuse,Misuse
Syslog - Snort IDS,Security/Other,Other Security
Syslog - Snort IDS,Security/Reconnaissance,Reconnaissance
Syslog - Snort IDS,Security/Suspicious,Suspicious
Syslog - Snort IDS,Security/Vulnerability,Vulnerability
Syslog - Solaris (Snare),Audit/Access Failure,Access Failure
Syslog - Solaris (Snare),Audit/Access Granted,Access Granted
Syslog - Solaris (Snare),Audit/Access Revoked,Access Revoked
Syslog - Solaris (Snare),Audit/Access Success,Access Success
Syslog - Solaris (Snare),Audit/Account Created,Account Created
Syslog - Solaris (Snare),Audit/Account Deleted,Account Deleted
Syslog - Solaris (Snare),Audit/Account Modified,Account Modified
Syslog - Solaris (Snare),Audit/Authentication Failure,Authentication Failure
Syslog - Solaris (Snare),Audit/Authentication Success,Authentication Success
Syslog - Solaris (Snare),Audit/Configuration,Configuration
Syslog - Solaris (Snare),Audit/Other,Other Audit
Syslog - Solaris (Snare),Audit/Other Audit Failure,Other Audit Failure
Syslog - Solaris (Snare),Audit/Other Audit Success,Other Audit Success
Syslog - Solaris (Snare),Audit/Policy,Policy
Syslog - Solaris (Snare),Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Solaris (Snare),Ops/Critical,Critical
Syslog - Solaris (Snare),Ops/Error,Error
Syslog - Solaris (Snare),Ops/Information,Information
Syslog - Solaris (Snare),Ops/Network Allow,Network Allow
Syslog - Solaris (Snare),Ops/Network Traffic,Network Traffic
Syslog - Solaris (Snare),Ops/Other,Other Operations
Syslog - Solaris (Snare),Ops/Warning,Warning
Syslog - Solaris (Snare),Security/Failed Suspicious,Failed Suspicious
Syslog - Solaris (Snare),Security/Suspicious,Suspicious
Syslog - Solaris Host,Audit/Access Failure,Access Failure
Syslog - Solaris Host,Audit/Access Granted,Access Granted
Syslog - Solaris Host,Audit/Access Revoked,Access Revoked
Syslog - Solaris Host,Audit/Access Success,Access Success
Syslog - Solaris Host,Audit/Account Created,Account Created
Syslog - Solaris Host,Audit/Account Deleted,Account Deleted
Syslog - Solaris Host,Audit/Account Modified,Account Modified
Syslog - Solaris Host,Audit/Authentication Failure,Authentication Failure
Syslog - Solaris Host,Audit/Authentication Success,Authentication Success
Syslog - Solaris Host,Audit/Configuration,Configuration
Syslog - Solaris Host,Audit/Other,Other Audit
Syslog - Solaris Host,Audit/Other Audit Failure,Other Audit Failure
Syslog - Solaris Host,Audit/Other Audit Success,Other Audit Success
Syslog - Solaris Host,Audit/Policy,Policy
Syslog - Solaris Host,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Solaris Host,Ops/Critical,Critical
Syslog - Solaris Host,Ops/Error,Error
Syslog - Solaris Host,Ops/Information,Information
Syslog - Solaris Host,Ops/Network Allow,Network Allow
Syslog - Solaris Host,Ops/Network Deny,Network Deny
Syslog - Solaris Host,Ops/Network Traffic,Network Traffic
Syslog - Solaris Host,Ops/Other,Other Operations
Syslog - Solaris Host,Ops/Warning,Warning
Syslog - Solaris Host,Security/Activity,Activity
Syslog - Solaris Host,Security/Attack,Attack
Syslog - Solaris Host,Security/Failed Activity,Failed Activity
Syslog - Solaris Host,Security/Failed Misuse,Failed Misuse
Syslog - Solaris Host,Security/Failed Suspicious,Failed Suspicious
Syslog - Solaris Host,Security/Misuse,Misuse
Syslog - Solaris Host,Security/Suspicious,Suspicious
Syslog - SonicWALL,Audit/Access Failure,Access Failure
Syslog - SonicWALL,Audit/Access Granted,Access Granted
Syslog - SonicWALL,Audit/Access Revoked,Access Revoked
Syslog - SonicWALL,Audit/Access Success,Access Success
Syslog - SonicWALL,Audit/Account Created,Account Created
Syslog - SonicWALL,Audit/Account Deleted,Account Deleted
Syslog - SonicWALL,Audit/Account Modified,Account Modified
Syslog - SonicWALL,Audit/Authentication Failure,Authentication Failure
Syslog - SonicWALL,Audit/Authentication Success,Authentication Success
Syslog - SonicWALL,Audit/Configuration,Configuration
Syslog - SonicWALL,Audit/Other,Other Audit
Syslog - SonicWALL,Audit/Other Audit Success,Other Audit Success
Syslog - SonicWALL,Audit/Policy,Policy
Syslog - SonicWALL,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - SonicWALL,Ops/Critical,Critical
Syslog - SonicWALL,Ops/Error,Error
Syslog - SonicWALL,Ops/Information,Information
Syslog - SonicWALL,Ops/Network Allow,Network Allow
Syslog - SonicWALL,Ops/Network Deny,Network Deny
Syslog - SonicWALL,Ops/Network Traffic,Network Traffic
Syslog - SonicWALL,Ops/Other,Other Operations
Syslog - SonicWALL,Ops/Warning,Warning
Syslog - SonicWALL,Security/Activity,Activity
Syslog - SonicWALL,Security/Attack,Attack
Syslog - SonicWALL,Security/Denial of Service,Denial Of Service
Syslog - SonicWALL,Security/Failed Activity,Failed Activity
Syslog - SonicWALL,Security/Failed Attack,Failed Attack
Syslog - SonicWALL,Security/Failed Denial of Service,Failed Denial of Service
Syslog - SonicWALL,Security/Failed Malware,Failed Malware
Syslog - SonicWALL,Security/Failed Misuse,Failed Misuse
Syslog - SonicWALL,Security/Failed Suspicious,Failed Suspicious
Syslog - SonicWALL,Security/Malware,Malware
Syslog - SonicWALL,Security/Misuse,Misuse
Syslog - SonicWALL,Security/Other,Other Security
Syslog - SonicWALL,Security/Reconnaissance,Reconnaissance
Syslog - SonicWALL,Security/Suspicious,Suspicious
Syslog - SonicWALL SSL-VPN,Audit/Access Revoked,Access Revoked
Syslog - SonicWALL SSL-VPN,Audit/Authentication Failure,Authentication Failure
Syslog - SonicWALL SSL-VPN,Audit/Authentication Success,Authentication Success
Syslog - SonicWALL SSL-VPN,Audit/Other Audit Success,Other Audit Success
Syslog - SonicWALL SSL-VPN,Ops/Critical,Critical
Syslog - SonicWALL SSL-VPN,Ops/Error,Error
Syslog - SonicWALL SSL-VPN,Ops/Information,Information
Syslog - SonicWALL SSL-VPN,Ops/Network Traffic,Network Traffic
Syslog - SonicWALL SSL-VPN,Ops/Other,Other Operations
Syslog - SonicWALL SSL-VPN,Ops/Warning,Warning
Syslog - Sophos Email Encryption Appliance,Audit/Access Success,Access Success
Syslog - Sophos Email Encryption Appliance,Audit/Other,Other Audit
Syslog - Sophos Email Encryption Appliance,Audit/Other Audit Failure,Other Audit Failure
Syslog - Sophos Email Encryption Appliance,Audit/Other Audit Success,Other Audit Success
Syslog - Sophos Email Encryption Appliance,Ops/Critical,Critical
Syslog - Sophos Email Encryption Appliance,Ops/Error,Error
Syslog - Sophos Email Encryption Appliance,Ops/Information,Information
Syslog - Sophos Email Encryption Appliance,Ops/Warning,Warning
Syslog - Sophos Email Encryption Appliance,Security/Failed Activity,Failed Activity
Syslog - Sophos UTM,Audit/Access Success,Access Success
Syslog - Sophos UTM,Audit/Authentication Failure,Authentication Failure
Syslog - Sophos UTM,Audit/Authentication Success,Authentication Success
Syslog - Sophos UTM,Audit/Configuration,Configuration
Syslog - Sophos UTM,Audit/Other Audit Success,Other Audit Success
Syslog - Sophos UTM,Audit/Startup and Shutdown,Startup and Shutdown
Syslog - Sophos UTM,Ops/Critical,Critical
Syslog - Sophos UTM,Ops/Error,Error
Syslog - Sophos UTM,Ops/Information,Information
Syslog - Sophos UTM,Ops/Network Allow,Network Allow
Syslog - Sophos UTM,Ops/Network Deny,Network Deny
Syslog - Sophos UTM,Ops/Network Traffic,Network Traffic
Syslog - Sophos UTM,Ops/Other,Other Operations
Syslog - Sophos UTM,Ops/Warning,Warning
Syslog - Sophos UTM,Security/Attack,Attack
Syslog - Sophos UTM,Security/Denial of Service,Denial Of Service
Syslog - Sophos UTM,Security/Failed Malware,Failed Malware
Syslog - Sophos UTM,Security/Reconnaissance,Reconnaissance
